id,stoi,pesq,si_sdr,snr,mse,mae
0,0.6112510561943054,1.0833609104156494,-23.798494338989258,-8.292494773864746,0.005051965359598398,0.05523420497775078
1,0.6034051775932312,1.0837916135787964,-22.974281311035156,-8.355175971984863,0.00498766778036952,0.05522932857275009
